,nrmse_val,nrmse_val_ood,nrmse_val_pre_adapt,nrmse_val_ood_pre_adapt
0,1.4958858907203407,2.6357357191914925,10.26021380805619,10.655089103785672
1,1.6024168411820074,2.997024674943377,17.713325113895646,18.898689334981256
2,1.6094995991818417,2.9666276296581766,12.440984571974717,13.04290158644104
3,1.6002525642836543,2.913219831553536,10.997088961688485,11.478703220859853
4,1.5715108889461669,2.8310857709219364,9.889840793286641,10.365894517516367
5,1.5086012883153044,2.665929088448031,8.419602669674122,8.886199849481011
6,1.4482698127577964,2.474664159467398,6.554836762279971,6.950046506205868
7,1.394425617577735,2.3304772585262636,4.875233961228426,5.193359890073925
8,1.3655196205418902,2.2333720422240106,3.9152656896053397,4.196484101122696
9,1.3399068753329257,2.1506226854740853,3.167683204855072,3.4222134701441234
10,1.3145090328673243,2.0569950683662697,2.614650945428599,2.850970929345375
11,1.2865822990447708,1.9620473144472073,2.2082912776111328,2.4361085439068026
12,1.2624041311849947,1.9250599733234133,1.9671775921919465,2.188685513597183
13,1.2410734496144118,1.8522795792196345,1.7780438391377351,2.001246640869181
14,1.2310390905057276,1.816031148120146,1.6704594257329521,1.8837885298614054
15,1.2084153088022795,1.8028320496789951,1.547628878969704,1.7669196006997914
16,1.1985853613602764,1.756796696125312,1.4914628640067573,1.7069011316953309
17,1.1914696742294741,1.7422967870422021,1.440892864992534,1.6451967944728743
18,1.1846055057285803,1.718971107292784,1.39317107195644,1.601408107057277
19,1.1744504831455531,1.6815186817442591,1.3377344122782906,1.5467007781934152
20,1.1644471331065447,1.6812380214795106,1.2981642978605108,1.5040162752376804
21,1.1620562343974041,1.6640983021265898,1.2802632324136096,1.4851681219669837
22,1.1610483378797056,1.6465599335445216,1.2769197618349524,1.4768378860653981
23,1.148481918284485,1.6547552826154672,1.2430757464761,1.444909057437087
24,1.1481279591405782,1.6375187275507719,1.227790605453209,1.4346682310607703
25,1.1433213551539891,1.6244068959201814,1.209459008246764,1.4069512048127117
26,1.1363721983623531,1.6247840352206102,1.1967026337666626,1.4073916470245444
27,1.137561018583659,1.6139387563543235,1.190736870924046,1.3953298862054333
28,1.1352289176891879,1.6016609183723498,1.1788822919416004,1.3784389066904714
29,1.135179779212463,1.606754751373971,1.1786121244101013,1.3779334160558248
30,1.1274465931772044,1.5917916545511088,1.1617897571540212,1.360168379660154
31,1.1314605682516294,1.6001258230726882,1.165652481488983,1.3646271524617615
32,1.126526484394522,1.5734355707796965,1.157982912541343,1.3571242600179596
33,1.1293563441773116,1.5828276040705598,1.1558889304734208,1.3514200351298882
34,1.1193813009731155,1.5903973740999684,1.1323834222502902,1.3393685665020494
35,1.1164984087832508,1.571817058587724,1.1338200855201703,1.33591473580451
36,1.1242335126446958,1.5752112017488236,1.1473076409682377,1.3434170286320068
37,1.124885256634857,1.5663041988394855,1.1382752948416575,1.327374851147469
38,1.115600798026609,1.5681855443734602,1.1220095717580951,1.3246876352119192
39,1.1158956232689174,1.5625961839389264,1.1335896703021562,1.3384674894361108
40,1.114725959570215,1.5667346077050328,1.1379590124694567,1.3387360515690077
41,1.1101823715110357,1.5629285482542583,1.1203873817049486,1.324947581436401
42,1.117707787055121,1.5579959206680045,1.131571747891139,1.3264152313557778
43,1.1160060906509874,1.580143605395646,1.1460387883224337,1.3461602575712543
44,1.1160804031741975,1.569145041713803,1.141061854754979,1.341484755426622
45,1.1176932302526068,1.5857133070689409,1.1563444660114215,1.3600704295100376
46,1.1252616361540113,1.5724069254397903,1.1670459994560376,1.3576405995150136
47,1.1193819078730305,1.5543147952070981,1.1472045269450355,1.3364384832851823
48,1.12136766581393,1.5603081053953671,1.151372653012737,1.3399351263507706
49,1.123004973033304,1.5700393708365536,1.1581535613907408,1.3524610346470352
50,1.1216714052896837,1.567396261367264,1.1613964242532353,1.3570712522016575
